"ID","MonthlyIncome"
301,5826.17355946188
302,8159.9864236769
303,3018.1937463482
304,5754.30620096944
305,2913.66574308767
306,2155.943873918
307,2619.90414060626
308,2568.41730446246
309,6120.28600233698
310,5743.57230586314
311,5933.01584754856
312,12141.5611977063
313,2498.38417899394
314,5994.52358906565
315,6285.82648340311
316,5865.98506928908
317,2563.36811301722
318,5719.8477316566
319,5828.71141282433
320,2345.4362448499
321,2034.3859412685
322,2483.35095308979
323,2957.46103247931
324,6377.84438978773
325,12169.704618282
326,2413.63702669789
327,19027.1968500579
328,5843.60838239694
329,5919.49038944035
330,16147.5673004239
331,16373.021647687
332,9035.88052398902
333,2617.65084430061
334,8533.25248149898
335,19277.3474559739
336,5662.26055963465
337,5607.95430165372
338,5864.62735074324
339,5671.63064159731
340,2173.54718495002
341,2879.82523161253
342,2015.72543527052
343,8930.16905631337
344,2268.21300407345
345,6243.44192637318
346,12161.32611547
347,5454.06430240426
348,5463.77265618431
349,2408.14119340128
350,12784.0094711485
351,13492.3869639226
352,6124.55366364526
353,5755.5156458482
354,5575.6730483417
355,9517.6565176405
356,6292.46097711747
357,2592.3238469189
358,2264.40794084696
359,5840.69940973577
360,2896.31226047371
361,19675.7334677189
362,2200.77476482946
363,19721.9890510924
364,19049.4242349948
365,19143.5734308438
366,12935.2717539136
367,5286.47277880424
368,5935.76423904538
369,2674.40075371687
370,5813.52389555204
371,5555.31821332978
372,8383.7497552255
373,8728.84371544218
374,2806.04633830731
375,2586.85890210315
376,16017.0899397626
377,2926.67690135372
378,6109.95690235952
379,2791.97606840626
380,2718.36980010833
381,18676.1309491094
382,2938.62992053254
383,6492.83548396217
384,2731.7386748297
385,3628.43548203102
386,13094.2103418156
387,8564.8884283786
388,5707.9157623193
389,5964.52497535387
390,2322.69878749633
391,5872.42354467778
392,5837.9672197908
393,2223.22696482937
394,9251.37144011453
395,2858.34712362875
396,2592.70181294032
397,16563.7645549213
398,2507.19681044371
399,5958.2055552946
400,9017.52352232569
401,5879.51460315286
402,5552.72698898427
403,2527.71039253606
404,8709.53269218681
405,2831.83395950067
406,16313.3389687936
407,5963.13051349925
408,2540.7736958718
409,16664.575096866
410,16384.8442083492
411,2709.94006875166
412,8850.30451127181
413,2863.71292423176
414,5731.72782567423
415,2226.69142948716
416,5782.15413938207
417,2209.96515242164
418,2081.8463997988
419,6058.75877361022
420,12894.2931891357
421,5630.76794004975
422,4896.35395946948
423,6155.84056873773
424,1652.5852516075
425,5820.51978864883
426,9355.55161030799
427,1970.99821748113
428,2521.50163375805
429,2249.78687615046
430,6216.94349640903
431,5727.6752105935
432,2567.02763407807
433,5715.76281169044
434,2464.71134131259
435,8991.08894970338
436,5915.82303360209
437,2810.59807717724
438,2458.49706274216
439,2474.29832512847
440,6006.37557048823
441,5437.11709275699
442,2724.51911335096
443,2403.99868726908
444,2938.63261032927
445,19336.3398141606
446,3448.81577502968
447,5932.0718621914
448,6023.48929430575
449,4676.20629494284
450,5723.93185570941
451,5928.11534552548
452,2758.95144563741
453,5978.19843534397
454,6047.4149611532
455,16354.6905996927
456,19027.7468147029
457,5826.91285513289
458,6078.24347252078
459,2714.67036952337
460,5441.56923077326
461,2408.48865567863
462,2851.1683559941
463,8949.56888070696
464,5759.87820172178
465,2738.92492912391
466,2787.54980776889
467,2724.3410595914
468,2351.48024285231
469,5612.14804184811
470,5471.93704364659
471,2784.610985806
472,2210.04160643893
473,13282.6092641455
474,2989.03152371575
475,2316.99176136862
476,6091.26814348761
477,5935.68226198073
478,5816.63335078046
479,2883.08056378971
480,13091.9725159622
481,5881.50006281775
482,2887.92551513431
483,5779.66274421996
484,3384.7961306081
485,10304.9976720573
486,5962.07880458993
487,2403.14655060356
488,2888.24271817004
489,8949.93910536939
490,5998.75246300472
491,18986.804459073
492,16371.575054657
493,6096.32469609194
494,8845.09846364778
495,5988.35833654557
496,16613.0907421665
497,2718.20731280686
498,2539.96949754486
499,6346.44157541684
500,5781.99094026451
501,9778.97246593324
502,2442.50887063039
503,2803.58675941663
504,8693.80316423276
505,16314.2613367561
506,5794.54035643458
507,2298.8890599162
508,8884.59166078964
509,2912.91731673397
510,19040.624222745
511,5974.8682907917
512,8699.4523510875
513,2864.75722279483
514,12756.4963098229
515,2060.29863298233
516,6213.75339845905
517,2446.59738943596
518,2778.45909902758
519,5347.6746649692
520,2399.42506090054
521,2492.17145231034
522,2261.08268781409
523,9312.08978139572
524,19526.6026466512
525,2939.07190957376
526,9593.79947757661
527,5973.50675841722
528,5786.50958606511
529,2732.52092723006
530,3075.2936802434
531,9452.70476182024
532,6328.55100809019
533,2908.0374968325
534,5728.66564804932
535,2430.30877221157
536,2632.60214621698
537,8944.19538627523
538,2804.91622853623
539,2667.16168017176
540,6164.82813660517
541,5560.47782840717
542,3279.1355396935
543,2108.94990475395
544,6297.08968510473
545,2691.60651381696
546,2842.84707166937
547,9133.20120507015
548,5367.53818564219
549,13287.6092386655
550,2789.48499765621
551,19090.9073045361
552,2720.69106919177
553,5692.31242626178
554,3040.84882207799
555,5226.3816218498
556,6415.3082243969
557,5971.11111007211
558,2696.39058597331
559,5960.17952624084
560,5950.86399848023
561,2572.69687460461
562,16158.1028297415
563,2491.61623420538
564,12677.4940951851
565,2346.76436356969
566,2827.90157723491
567,5589.9014405808
568,6053.42266779441
569,6077.80286494865
570,12148.85729909
571,6289.91519888802
572,2563.69038914529
573,5633.50201631746
574,5840.01322172008
575,5634.89588309172
576,5839.66123317313
577,3357.54645264712
578,2160.60480892086
579,5615.64132620922
580,5668.05565118737
581,2782.55137522704
582,15465.6147649629
583,6340.07084019946
584,5828.85190408173
585,6047.70656576684
586,5775.88892185634
587,5836.88273680918
588,2996.19140111038
589,2513.36604934728
590,2334.01449747039
591,2083.23490456059
592,6186.98791480248
593,2470.12529885245
594,2646.80809393376
595,8867.5023857326
596,6016.82695447474
597,9022.09849735853
598,5967.489312032
599,5689.79813003198
600,2723.44226252048
601,1955.13722383857
602,5439.94360361073
603,12788.483401172
604,2725.36433000032
605,2377.25503667651
606,16788.562669943
607,6583.71218062365
608,5839.34953083934
609,2458.49706274216
610,2205.80842796249
611,5362.35828630662
612,5642.39992720757
613,2763.15535911045
614,2326.13559595313
615,8920.43961049285
616,5643.85559693169
617,2622.92783435792
618,5553.93129293073
619,9115.46310997056
620,1670.00814435488
621,1833.2642131471
622,6169.96208014109
623,2895.96148216657
624,8402.82523508757
625,2390.3679214375
626,2766.46269484601
627,5671.910088358
628,12925.2274523008
629,9412.11369818847
630,8751.34996713605
631,3616.23575191099
632,9011.37098588792
633,6585.16453690947
634,2499.26823353766
635,9027.50720477312
636,2111.37247948709
637,16273.0522530889
638,8859.92540799311
639,2509.24199087597
640,2766.10307256051
641,2388.0087549504
642,6299.55917679972
643,16616.2153858073
644,2341.51350575089
645,2456.36420064006
646,9286.36961349749
647,1888.61963544149
648,2421.11098586756
649,6302.99230255977
650,2613.91025860643
651,2280.62957440002
652,6195.28074312999
653,13294.7116708999
654,13318.8415663169
655,2347.02238703504
656,5572.18588317869
657,13175.9941534939
658,16308.9796189571
659,5890.18029524688
660,5516.2997085611
661,5084.11929049305
662,3213.87799237761
663,9069.89394093058
664,2325.83044047976
665,5654.07858546231
666,5955.63208290076
667,8805.54854302786
668,2942.37675093353
669,5410.95271778611
670,16973.122938699
671,13258.4165715917
672,5719.52343496106
673,5553.15243720136
674,2677.22559943793
675,2731.64911435312
676,19207.8977230806
677,5851.46708099312
678,5200.33826999854
679,6232.03965728956
680,3026.79974269483
681,5934.18245781895
682,2513.30714689036
683,6058.98335919805
684,9035.74219016921
685,2711.75883731529
686,9041.54566833201
687,8637.46658077508
688,2847.73279497721
689,2142.83021387605
690,2910.29910658867
691,5606.35800110276
692,12556.2338542766
693,6336.30095941172
694,2519.32898920053
695,5531.83527052437
696,2461.19795854128
697,15697.3302198293
698,5809.05403253691
699,1976.30975291433
700,19316.9193582717
701,2652.75870018209
702,5937.65818656673
703,8698.21778511482
704,2533.81766722614
705,2971.05450855401
706,6042.12045709834
707,6036.76196842153
708,2888.60286326603
709,2323.40421438388
710,16373.0533659666
711,12574.6158081395
712,16827.6378591445
713,2557.66873444941
714,9052.39926945969
715,8492.46220047322
716,2683.27594492441
717,6053.42266779441
718,5680.46831640154
719,5990.82686656204
720,8729.08010662716
721,8755.27464751824
722,6036.88094366263
723,2686.81338632136
724,8370.01672769782
725,2596.41034646639
726,5400.66483565681
727,2666.99992445008
728,2515.62012034152
729,2118.68029604031
730,2432.59530919365
731,5690.51452957727
732,6046.90320509896
733,2211.41580630651
734,5648.43298332784
735,2532.93775898804
736,5829.22614778641
737,12275.4570271842
738,6252.16948350086
739,5727.51531665979
740,5397.35040997007
741,5834.64605974989
742,13078.9633340552
743,5729.79666286834
744,2344.70191546083
745,5687.62891925669
746,2283.0297453524
747,2781.31887761023
748,6014.79484554579
749,2688.74591711519
750,2613.10428258972
751,2106.68246905442
752,2184.39232211886
753,12071.5449349062
754,9205.70563999934
755,13398.8381937426
756,2228.68515730398
757,6158.08142133475
758,6651.76278823545
759,2550.60452979487
760,19148.7406403861
761,2579.2723790746
762,16333.617293164
763,6041.94957229797
764,6056.17635250311
765,2624.76821869131
766,4851.49143861372
767,2829.71664618088
768,9018.54868593029
769,6115.85260605222
770,5912.9835971744
771,5817.65387461063
772,9535.15131041519
773,9073.71483708514
774,2531.59656151955
775,9348.08296961557
776,2683.33039958407
777,2737.5205892265
778,2271.3202985507
779,2062.28092438392
780,2928.14514243667
781,2424.91301706156
782,6486.10257983807
783,2781.53643666544
784,5794.43710330855
785,5624.14151731446
786,15138.2010190268
787,13092.0457411262
788,5872.3678234999
789,19945.2126958815
790,2453.16946428504
791,5460.710626135
792,2786.4851140475
793,8656.91906065729
794,9256.99944788681
795,5265.18441279418
796,2664.12897396885
797,12105.5380790102
798,2206.24643124099
799,1971.89456875266
800,6322.59938335085
801,5625.69967938629
802,6202.31951790971
803,16307.6150815287
804,8719.83986797555
805,5492.37470269776
806,9234.9018297238
807,6002.31976780219
808,2534.12569361294
809,3112.33542451317
810,2686.78958760069
811,4964.56801297563
812,2546.28101387679
813,5726.08821472516
814,19343.0422393283
815,2539.92155920628
816,3157.7698960128
817,5948.40777315024
818,13034.5492201969
819,2547.10589562015
820,5719.43249756278
821,2584.92793130058
822,6039.52987202717
823,5714.52826905502
824,2069.24259578108
825,5714.03938852144
826,19189.6349156855
827,9010.58062233299
828,5611.73429470094
829,2373.78696894912
830,19371.9616226581
831,4985.4755833359
832,2448.4034178833
833,2563.20209276889
834,2424.81641297884
835,12620.9336585294
836,8495.19390469831
837,3088.5614115202
838,6050.35168542068
839,9648.00014392934
840,19470.1715567152
841,2094.48760348644
842,8513.29545245853
843,12325.4770937002
844,8887.58597125848
845,5827.22267859804
846,5399.20582071617
847,2242.14324614665
848,9402.25064485408
849,5744.84623123374
850,2304.26286731528
851,5716.3192595616
852,2550.09966055659
853,5221.14259155299
854,5935.89263547602
855,5452.49969084418
856,2630.70474607301
857,2786.50711009157
858,8436.17106926416
859,2578.18874107034
860,8871.32396201274
861,2230.43193678006
862,9453.939637971
863,5715.43411588499
864,12218.0902338786
865,8610.78687774998
866,8787.78363450295
867,5375.76982019461
868,6081.14805069619
869,2807.62153020031
870,5231.37947802589
